start,end,flow
205,839,532.5
206,207,498.0
206,201,752.0
207,206,752.0
207,203,194.5
207,354,173.5
207,208,678.5
208,205,376.0
208,211,481.0
208,260,448.0
208,207,262.0
209,196,537.5
209,210,986.0
210,209,537.5
210,354,986.0
211,1036,481.0
211,208,578.0
212,227,505.5
212,25,128.0
212,1037,578.0
213,21,114.0
213,1033,86.0
213,214,276.5
214,216,52.0
214,215,224.5
214,213,180.0
215,214,131.0
215,216,1774.5
215,179,4604.5
216,215,4490.5
216,217,1826.5
216,214,49.0
217,216,4539.5
217,218,1826.5
218,219,1826.5
218,217,4539.5
219,220,89.0
219,218,4539.5
219,221,209.5
219,1049,1868.0
220,219,281.0
220,19,222.5
220,188,196.0
221,219,113.0
221,223,205.0
221,222,4.5
222,221,15.5
222,224,1242.0
222,223,149.5
223,222,1237.5
223,225,354.5
223,221,97.5
224,16,111.0
224,193,1807.5
224,222,165.0
225,226,356.5
225,28,4262.5
225,223,1335.0
226,227,32.0
226,225,4533.5
226,229,269.0
226,228,55.5
227,229,122.5
227,228,337.5
227,226,45.5
227,212,328.5
228,230,425.5
228,229,180.0
228,227,254.5
228,226,4369.5
229,228,4383.5
229,226,118.5
229,249,571.5
229,227,42.0
230,231,425.5
230,228,458.0
231,230,0.0
231,232,425.5
232,231,0.0
232,233,425.5
233,29,719.0
233,232,0.0
233,234,313.0
234,233,606.5
234,235,313.0
235,236,313.0
235,234,606.5
236,235,606.5
236,239,512.0
236,245,967.5
236,237,17.0
237,236,1009.0
237,31,412.0
237,238,567.0
238,237,1111.0
238,28,1083.5
238,1050,4485.5
239,236,620.5
239,240,418.5
239,31,236.5
240,239,3.0
240,242,8.5
240,30,418.5
241,353,19.0
241,134,26.5
241,242,6570.0
242,241,26.5
242,240,0.0
242,243,6576.0
243,244,6618.5
243,32,69.5
243,242,26.5
244,243,60.0
244,246,5907.5
244,349,1034.0
244,245,368.5
245,236,157.5
245,244,322.0
245,30,893.5
246,247,5907.5
246,244,281.5
247,248,5907.5
247,246,281.5
248,247,281.5
248,252,5824.0
248,27,83.5
249,250,571.5
249,229,4544.0
250,249,4544.0
250,251,571.5
251,253,549.5
251,250,4544.0
251,252,8.0
251,254,1490.0
252,254,17.5
252,251,5788.0
252,248,281.5
252,253,18.5
253,251,185.5
253,252,270.0
253,254,0.0
253,284,568.0
254,252,3.5
254,253,0.0
254,255,1507.5
254,251,46.5
255,256,31.5
255,254,50.0
255,283,1476.0
256,283,5.5
256,255,50.0
256,257,1178.0
257,256,55.5
257,258,883.5
257,26,378.0
258,257,120.0
258,1038,1024.0
258,281,77.0
259,1038,88.0
259,1047,276.0
259,260,334.5
260,26,217.0
260,259,364.0
260,208,284.5
261,278,811.0
261,1047,277.5
261,262,469.0
262,22,383.5
262,263,266.0
262,261,231.5
263,264,150.5
263,265,115.5
263,262,282.0
264,263,224.0
264,265,119.0
264,871,554.5
265,263,58.0
265,264,404.0
265,266,234.5
266,267,176.0
266,24,224.5
266,265,462.0
267,266,474.5
267,269,655.0
267,268,49.5
268,274,548.0
268,267,146.0
268,272,49.5
269,268,598.5
269,270,655.0
270,271,184.0
270,356,1901.5
270,269,598.5
271,272,184.0
271,270,1246.5
271,269,0.0
272,271,1246.5
272,268,95.5
272,295,365.5
272,34,53.0
273,267,857.0
273,33,54.5
274,275,622.0
274,33,0.0
275,276,137.0
275,280,678.5
275,294,601.0
276,277,183.0
276,275,652.0
276,273,728.0
277,24,360.5
277,276,680.0
277,278,170.0
278,261,146.0
278,277,758.5
278,23,229.0
279,276,746.0
280,279,746.0
280,281,678.5
281,293,252.5
281,258,194.5
281,280,746.0
281,282,512.5
282,281,218.5
282,283,512.5
282,35,396.5
283,256,1146.5
283,255,0.0
283,284,518.0
283,282,615.0
284,253,455.5
284,285,538.0
284,283,282.0
285,27,642.0
285,286,339.0
285,284,189.5
286,287,339.0
286,285,344.0
287,288,339.0
287,286,344.0
288,341,1567.5
288,287,344.0
288,289,220.5
289,290,9.0
289,38,214.0
289,288,1445.5
290,289,106.0
290,291,741.0
290,336,102.5
291,292,741.0
291,290,199.5
292,291,199.5
292,293,741.0
293,281,731.5
293,35,272.0
293,292,199.5
294,299,860.5
294,33,165.0
294,275,142.5
295,296,167.0
295,33,276.0
295,272,1195.0
296,297,0.0
296,298,167.0
296,295,1251.5
297,298,860.5
297,299,114.5
297,296,0.0
298,297,114.5
298,296,1251.5
298,300,1027.5
299,294,114.5
299,297,860.5
300,298,1366.0
300,301,1221.0
300,36,152.0
301,302,1071.0
301,303,154.0
301,300,1146.5
302,301,828.0
302,327,1073.0
303,304,154.0
303,301,318.5
303,302,4.0
304,305,54.5
304,303,322.5
304,310,904.5
305,37,23.5
305,304,839.0
305,306,74.0
306,307,188.0
306,305,802.0
306,380,1006.0
307,309,72.5
307,308,115.5
307,306,940.5
308,307,471.5
308,310,115.5
309,308,0.0
309,307,469.0
309,313,72.5
310,308,471.5
310,328,272.0
310,304,289.0
310,311,956.0
311,41,76.5
311,312,1084.0
311,310,537.5
312,42,137.0
312,311,379.5
312,314,1305.5
313,309,469.0
313,315,65.5
313,42,29.0
314,312,245.5
314,315,0.0
314,316,1305.5
315,313,269.0
315,316,65.5
315,314,0.0
316,317,1371.0
316,315,269.0
316,314,245.5
317,316,514.5
317,318,1371.0
318,317,514.5
318,319,1371.0
319,320,1849.5
319,44,210.0
319,318,514.5
320,321,71.0
320,319,138.0
320,333,3591.5
321,322,121.5
321,320,1934.5
321,46,41.5
322,324,4.0
322,325,117.5
322,323,0.0
322,321,1676.5
323,322,0.0
323,324,3.5
323,326,95.0
323,325,77.0
324,323,0.0
324,322,1644.5
324,325,2.0
324,137,25.5
325,322,32.0
325,323,95.0
325,423,196.5
325,324,1657.0
326,335,95.0
326,323,80.5
327,302,828.0
327,328,1342.5
327,39,74.5
328,337,433.0
328,310,431.0
328,329,1250.0
328,327,708.5
329,330,1467.5
329,328,679.5
329,40,27.5
330,331,1467.5
330,329,475.0
331,332,1467.5
331,330,475.0
332,43,75.5
332,331,475.0
332,333,1753.0
333,320,19.5
333,334,5293.0
333,332,218.0
334,335,5264.0
334,46,76.0
334,333,180.5
335,326,80.5
335,334,33.5
335,136,5252.0
335,348,107.0
336,38,79.0
336,290,741.0
336,337,23.5
337,338,382.5
337,336,117.5
337,328,528.5
338,127,15.5
338,339,367.0
338,337,572.0
339,45,176.0
339,340,755.0
339,338,572.0
340,343,301.5
340,339,372.0
340,38,490.0
341,288,344.0
341,38,24.5
341,342,1543.0
342,345,26.0
342,341,227.5
342,344,9.5
342,343,1581.0
343,340,171.5
343,342,169.5
343,345,1489.0
343,344,116.0
344,343,37.0
344,342,79.5
344,345,53.5
344,351,147.5
345,346,1568.5
345,342,58.0
345,343,20.5
345,344,22.0
346,347,1568.5
346,345,100.5
347,348,1568.5
347,346,100.5
348,353,6668.5
348,335,81.5
348,136,56.0
348,347,100.5
349,27,946.0
349,244,126.0
349,350,88.0
350,349,126.0
350,351,88.0
350,352,0.0
351,352,21.5
351,350,126.0
351,344,170.0
352,350,0.0
352,351,82.0
352,353,21.5
353,241,6563.5
353,348,17.5
353,135,59.5
353,352,82.0
354,25,419.5
354,207,793.0
354,210,537.5
355,885,1588.0
355,357,313.5
355,356,520.5
356,270,782.5
356,355,1901.5
357,358,313.5
357,356,262.0
358,925,1262.0
358,359,843.0
358,360,71.5
359,368,843.0
359,357,262.0
359,358,1262.0
360,47,71.5
360,363,856.5
361,47,391.5
361,359,253.5
362,1011,1565.0
362,47,97.5
362,363,838.5
363,364,682.5
363,362,1280.0
363,366,1012.5
364,365,682.5
365,448,682.5
365,366,346.0
366,363,1280.0
366,367,1012.5
366,361,437.5
367,368,0.0
367,369,59.0
367,366,1371.5
367,371,132.0
367,370,821.5
368,371,21.5
368,359,1270.5
368,369,38.5
368,370,783.0
368,367,0.0
369,368,70.0
369,371,280.5
369,367,52.0
369,370,32.0
369,447,183.0
370,367,629.5
370,369,19.5
370,368,1052.0
370,383,1751.0
370,371,18.0
371,372,452.0
371,367,690.0
371,368,148.5
371,369,66.0
371,370,114.5
372,371,1019.0
372,373,452.0
373,372,1019.0
373,374,452.0
374,373,1019.0
374,375,452.0
375,374,1019.0
375,376,452.0
376,48,182.5
376,377,477.5
376,375,1019.0
377,378,213.5
377,51,267.0
377,376,930.5
378,50,116.0
378,377,744.5
378,379,477.5
379,381,349.0
379,378,540.0
379,380,128.5
380,381,471.0
380,379,535.0
380,306,981.5
381,380,853.0
381,379,5.0
381,382,520.5
382,391,559.0
382,51,12.0
382,381,573.0
383,52,395.5
383,384,1516.5
383,370,1719.0
384,386,1386.0
384,383,1541.5
384,385,130.5
385,384,490.0
385,386,0.0
385,443,130.5
386,387,1386.0
386,385,0.0
386,384,1051.5
387,388,3.0
387,389,1383.0
387,386,1051.5
388,387,0.0
388,389,121.5
388,442,1525.5
388,439,332.5
389,390,1504.5
389,388,181.0
389,387,1051.5
390,391,20.0
390,389,1232.5
390,392,1484.5
391,392,477.0
391,390,82.0
391,382,71.5
392,391,51.5
392,393,1961.5
392,390,1150.5
393,392,1202.0
393,404,114.0
393,394,1878.0
393,56,451.5
394,393,922.5
394,395,1878.0
394,54,2.5
395,396,1902.5
395,394,925.0
395,55,0.0
396,397,946.0
396,399,2.5
396,395,810.5
396,398,954.0
397,1035,1008.5
397,396,5.5
397,399,139.5
397,398,0.0
398,396,805.0
398,406,992.0
398,399,160.0
398,397,43.0
399,396,0.0
399,400,298.5
399,398,38.0
399,397,19.5
400,54,140.5
400,401,403.0
400,399,57.5
401,400,16.5
401,403,451.5
401,402,24.5
402,403,52.5
402,405,34.5
402,401,89.5
403,401,0.0
403,402,10.0
403,404,504.0
404,403,10.0
404,54,104.0
404,393,705.5
405,53,34.5
405,402,142.0
406,407,990.5
406,57,56.0
406,398,1008.0
407,58,0.0
407,406,781.0
407,408,1027.0
408,410,48.0
408,407,594.0
408,409,979.0
409,408,121.5
409,412,979.0
410,409,0.0
410,411,48.0
410,408,472.5
411,63,30.5
411,414,55.0
411,410,472.5
412,409,121.5
412,59,979.0
413,420,0.0
413,59,2417.0
413,415,943.0
414,415,22.5
414,417,0.0
414,416,32.5
414,411,411.0
415,414,0.0
415,413,618.0
415,417,52.5
415,416,890.5
416,415,170.0
416,419,942.5
416,414,411.0
416,417,347.5
417,415,425.5
417,414,0.0
417,416,19.5
417,418,400.0
418,428,414.5
418,63,65.5
418,64,1812.0
418,417,445.0
419,416,928.5
419,64,74.5
419,421,2695.5
420,413,2484.5
420,62,0.0
421,422,1088.0
421,419,926.5
421,62,1711.0
422,423,91.0
422,425,25.0
422,424,972.0
422,421,340.5
423,425,17.5
423,325,1784.0
423,422,176.5
423,424,2.5
424,425,46.0
424,422,0.0
424,423,1653.5
424,427,1055.5
425,424,210.5
425,423,39.5
425,422,164.0
425,426,88.5
426,425,414.0
426,1030,41.5
426,65,49.5
427,428,1682.0
427,469,1012.5
427,424,1573.5
428,429,2096.5
428,427,0.0
428,418,459.5
429,430,552.0
429,428,459.5
429,63,1691.0
430,431,552.0
430,429,468.5
431,430,468.5
431,432,552.0
432,431,468.5
432,58,302.5
432,433,371.5
433,479,513.0
433,432,590.5
433,434,1236.5
433,1035,808.0
434,435,407.5
434,433,577.5
434,55,1028.0
435,434,776.5
435,56,31.5
435,436,903.5
436,435,805.0
436,437,379.5
436,438,524.0
437,436,713.0
437,438,0.0
437,474,382.5
438,437,3.0
438,436,92.0
438,439,524.0
439,388,1419.0
439,440,24.5
439,438,95.0
439,473,354.5
440,468,292.5
440,439,482.5
440,441,473.5
441,440,761.0
441,67,321.5
441,442,679.5
442,441,397.5
442,444,1567.0
442,443,551.0
442,388,376.5
443,385,490.0
443,52,61.0
443,442,143.0
444,52,1559.5
444,442,541.5
444,445,208.5
445,444,263.5
445,455,294.5
445,1034,1862.0
445,446,1428.5
446,445,1909.5
446,52,972.5
446,447,528.5
447,49,394.0
447,446,202.0
447,369,434.5
448,455,0.0
448,449,682.5
448,365,346.0
449,451,1216.5
449,450,0.0
449,448,56.5
450,451,106.5
450,449,536.5
450,628,453.0
451,449,56.5
451,452,1323.0
451,450,453.0
452,453,1310.5
452,451,509.5
452,454,259.0
453,456,166.5
453,452,373.5
453,66,1213.0
454,66,54.5
454,455,541.5
454,452,382.5
455,445,252.0
455,448,289.5
455,454,294.5
456,453,376.0
456,457,525.0
456,69,95.0
457,73,333.0
457,458,285.0
457,456,209.5
458,460,17.0
458,459,268.0
458,457,140.0
459,460,722.5
459,458,134.0
459,768,1876.0
460,458,6.0
460,461,739.5
460,459,1608.0
461,460,1614.0
461,462,687.5
461,482,52.0
462,461,1498.0
462,463,870.5
463,466,744.5
463,482,3885.0
463,462,1000.0
463,464,1608.5
464,465,1599.5
464,73,72.0
464,463,3860.0
465,1034,1711.0
465,68,54.5
465,464,3440.5
466,500,188.5
466,470,932.5
466,467,196.0
466,463,940.5
467,71,29.5
467,466,407.5
467,468,291.5
468,467,371.0
468,440,463.0
468,70,26.5
469,139,87.5
469,427,3171.0
469,510,889.0
469,481,1625.5
470,466,48.0
470,72,753.0
470,471,778.0
471,474,778.0
471,470,646.5
471,472,0.0
472,471,238.5
472,71,32.5
472,473,175.5
473,439,575.0
473,70,90.0
473,472,268.0
474,475,63.5
474,437,713.0
474,471,408.0
474,502,432.5
475,474,429.0
475,476,63.5
476,477,63.5
476,475,429.0
477,61,115.5
477,476,429.0
477,478,32.0
478,480,32.0
478,479,1498.5
478,477,498.5
479,480,65.5
479,478,447.5
479,433,1509.0
480,481,97.5
480,478,1553.5
480,479,10.5
481,480,1564.0
481,469,26.0
481,60,163.0
482,483,3937.0
482,463,1569.5
482,461,116.0
483,74,52.0
483,482,1685.5
483,484,3885.0
484,483,1568.0
484,485,65.5
484,499,4297.5
485,484,485.5
485,76,65.5
485,486,0.0
486,487,0.0
486,485,0.0
487,495,0.0
487,486,0.0
488,490,21.0
488,491,87.0
488,489,311.5
488,140,0.0
489,490,55.0
489,491,4948.5
489,835,5076.0
489,488,21.0
490,489,129.5
490,488,396.0
490,491,2.5
490,492,87.5
491,508,5035.5
491,490,22.0
491,489,4652.0
491,488,0.0
492,493,368.0
492,79,61.5
492,490,528.0
493,494,587.0
493,77,63.0
493,492,95.0
494,493,119.5
494,507,0.0
494,495,587.0
495,494,119.5
495,496,587.0
495,487,0.0
496,497,587.0
496,495,119.5
497,496,119.5
497,498,587.0
498,497,119.5
498,76,62.5
498,499,1014.0
499,501,4308.5
499,500,1003.0
499,484,1570.0
499,498,136.0
500,499,131.5
500,74,57.0
500,466,1057.5
501,499,1574.5
501,74,153.5
501,502,4436.0
502,474,27.5
502,501,1652.0
502,503,4814.5
503,502,1632.0
503,504,4822.5
503,75,27.0
504,510,5031.5
504,503,1630.0
504,505,74.5
504,78,0.0
505,504,274.5
505,506,74.5
506,507,74.5
506,505,274.5
507,494,0.0
507,506,274.5
507,77,74.5
508,491,4670.5
508,509,5035.5
509,510,5035.5
509,508,4670.5
510,509,4670.5
510,504,1617.5
510,469,4682.0
511,124,54.0
511,1031,405.0
511,512,349.5
512,514,33.5
512,515,113.5
512,511,456.0
512,513,202.5
513,512,263.0
513,514,1260.0
513,660,8396.0
513,515,36.0
514,513,82.0
514,515,8227.0
514,512,64.5
514,181,1348.5
515,512,128.5
515,513,8252.0
515,514,55.0
515,516,173.5
516,515,239.5
516,517,205.0
516,122,0.0
517,516,190.0
517,518,205.0
518,517,190.0
518,519,205.0
519,121,80.5
519,520,214.0
519,518,190.0
520,519,211.5
520,119,41.5
520,521,419.0
521,537,193.0
521,520,226.5
521,522,257.0
522,521,195.5
522,523,637.0
522,117,165.5
523,539,104.5
523,522,338.0
523,524,956.5
524,525,1212.5
524,523,383.0
524,112,210.0
525,524,528.0
525,542,63.5
525,526,1390.5
526,528,32.0
526,529,952.5
526,525,571.5
526,527,406.0
527,529,93.5
527,528,286.0
527,526,210.0
527,163,510.0
528,544,318.0
528,527,0.0
528,529,0.0
529,526,361.5
529,530,1046.0
529,527,104.0
530,545,266.0
530,529,465.5
530,531,780.0
531,534,785.0
531,532,60.0
531,530,330.0
532,531,48.0
532,108,252.5
532,547,58.0
533,534,12.5
533,550,113.0
533,108,103.0
534,533,97.0
534,535,797.5
534,531,347.0
535,534,444.0
535,10,157.0
535,845,753.0
536,841,2047.0
536,160,486.5
537,521,62.0
537,538,13920.0
537,565,340.0
538,117,183.5
538,537,254.0
538,539,14028.5
539,538,133.0
539,541,14028.5
539,523,379.0
539,540,104.5
540,573,98.5
540,539,379.0
540,111,6.0
541,112,264.5
541,111,14044.0
541,539,133.0
541,542,164.0
542,525,198.0
542,543,50.0
542,541,57.5
542,544,80.5
543,111,0.0
543,580,14261.0
543,542,114.5
544,528,0.0
544,545,478.5
544,542,44.0
544,584,318.0
545,530,135.5
545,546,412.5
545,547,342.5
545,544,44.0
546,588,368.5
546,107,302.0
546,545,124.0
547,545,66.0
547,549,332.0
547,548,227.0
547,532,257.5
548,547,210.5
548,107,106.0
548,592,195.5
549,552,332.0
549,551,1314.5
549,547,271.5
550,533,32.5
550,551,26.5
550,552,48.5
550,549,1318.5
551,549,175.5
551,597,1377.0
551,550,0.0
551,552,35.5
552,551,36.0
552,553,416.0
552,550,1315.5
552,549,92.0
553,552,1443.5
553,556,327.5
553,554,88.5
554,556,268.0
554,553,1275.0
554,555,136.0
554,598,364.0
555,554,287.0
555,557,448.5
555,553,27.5
556,553,145.5
556,555,312.5
556,554,0.0
556,560,355.0
557,555,314.5
557,558,448.5
558,96,436.0
558,557,314.5
558,1043,153.5
559,943,49.0
559,888,104.5
559,1043,355.5
560,561,471.5
560,975,287.5
560,610,489.5
560,556,217.5
561,560,127.5
561,562,471.5
561,611,2495.0
562,563,471.5
562,977,292.0
562,561,127.5
563,564,668.0
563,562,127.5
563,613,1305.0
564,617,1149.0
564,563,653.0
564,998,423.0
565,569,14.5
565,537,13885.5
565,566,328.5
566,567,2452.5
566,569,43.0
566,565,13491.5
567,666,35.5
567,118,2548.5
567,566,13519.0
568,566,2141.5
568,565,413.5
569,571,54.5
570,568,2507.5
570,116,31.5
571,116,52.0
571,575,339.0
572,570,2191.5
573,577,0.0
573,576,88.5
573,572,2168.0
573,540,372.0
574,576,39.0
574,573,2158.0
574,572,20.5
575,576,74.5
575,577,156.0
575,573,108.5
576,577,13.5
576,630,202.0
576,572,3.0
576,573,263.5
577,578,169.5
578,581,223.0
578,111,19.5
579,574,2217.5
579,111,76.5
580,581,14139.5
580,579,2228.0
580,543,114.5
581,580,94.5
581,632,162.5
581,582,14200.0
582,584,73.0
582,586,14121.5
582,587,5.5
583,580,2126.5
584,544,398.0
584,583,2076.5
584,586,0.0
584,587,318.0
585,586,317.5
585,583,11.0
585,584,1563.0
586,584,838.5
586,587,0.0
586,635,14129.5
586,583,39.0
587,589,323.5
588,589,263.0
588,585,1844.5
588,546,136.0
589,590,351.0
589,636,331.0
589,588,85.5
590,593,95.0
590,592,101.0
590,594,158.5
591,588,1786.5
592,593,132.0
592,594,186.0
592,548,157.5
592,591,0.0
593,594,0.0
593,592,56.5
593,638,259.5
593,591,20.5
594,596,344.5
595,591,1769.5
595,592,122.5
595,593,36.0
596,640,212.5
596,597,763.0
597,596,26.5
597,551,211.0
597,595,1902.5
598,554,1622.5
598,602,1180.0
598,599,319.5
599,602,303.0
599,598,189.0
599,600,434.0
600,643,246.0
600,99,255.0
600,599,481.0
601,604,271.0
601,645,770.5
601,98,1064.5
602,604,1476.5
603,598,2495.0
603,599,114.5
604,605,546.5
604,601,1395.5
604,610,271.0
605,606,546.5
606,612,292.0
606,607,254.5
607,608,1552.5
607,609,0.0
608,647,1552.5
608,609,722.0
609,616,3.0
609,614,719.0
610,604,459.0
610,560,271.0
610,603,2609.5
611,610,2579.0
611,605,0.0
612,562,292.0
612,611,84.0
613,612,84.0
613,607,1298.0
614,564,719.0
614,613,77.0
615,617,185.5
615,616,851.5
615,614,77.0
616,619,264.0
616,615,185.5
616,650,851.5
617,615,782.0
617,564,838.0
617,1012,914.0
617,997,0.0
618,1013,7742.5
618,615,146.5
618,619,906.5
619,652,1033.5
619,621,510.0
619,618,7687.0
620,80,209.0
620,618,202.0
621,80,60.5
621,624,547.0
622,624,561.0
622,623,1476.5
622,620,343.5
623,1020,0.0
623,1017,1476.5
623,622,640.5
624,622,1212.5
624,627,652.0
624,625,456.0
625,624,1212.5
625,655,1191.0
625,627,650.0
626,627,858.0
626,1028,835.0
626,622,528.0
627,629,710.5
627,625,735.0
627,626,714.5
628,81,69.5
628,626,619.0
629,450,643.0
629,81,665.0
630,633,202.0
630,631,17.5
630,576,280.0
631,630,9.0
631,632,191.5
631,110,20.5
632,581,94.5
632,635,276.0
632,631,20.5
632,634,14180.5
633,110,861.0
633,630,288.5
633,115,66.5
633,838,196.5
634,632,37.0
634,110,72.5
634,671,15287.5
635,673,0.0
635,586,590.0
635,632,14180.5
635,636,276.0
636,589,181.0
636,635,185.5
636,638,224.5
636,637,279.0
637,109,14048.0
637,636,241.5
637,675,243.0
638,593,77.0
638,640,232.0
638,639,373.0
